This spectrum was collected on:	2017-09-29	10:40:04
8.362e-07	2969.66721647	2372.9342807
8.363e-07	3023.99989499	2409.89483785
8.364e-07	2994.50842125	2356.62045262
8.365e-07	2978.23244939	2390.79237339
8.366e-07	2954.86204705	2354.14344156
8.367e-07	2980.16001117	2308.77272307
8.368e-07	2946.75968867	2327.44904707
8.369e-07	2970.49687136	2385.37492412
8.37e-07	2937.25702229	2379.89898012
8.371e-07	2933.65515957	2325.73986436
8.372e-07	2958.85733219	2298.97277223
8.373e-07	2891.9275106	2276.36755903
8.374e-07	2957.34128339	2296.10428931
8.375e-07	2903.72091409	2302.74818984
8.376e-07	2888.0297588	2275.08607912
8.377e-07	2941.64897472	2300.97215203
8.378e-07	2902.61410344	2305.22116716
8.379e-07	2881.18323225	2279.07121057
8.38e-07	2831.30614705	2265.21474788
8.381e-07	2828.56556864	2318.51059815
8.382e-07	2892.2822286	2239.05370116
8.383e-07	2821.14920742	2215.68477597
8.384e-07	2880.76661951	2295.51221625
8.385e-07	2862.72817272	2258.50562059
8.386e-07	2886.98566646	2238.34180275
8.387e-07	2884.53733803	2268.01754708
8.388e-07	2806.37718205	2224.33642722
8.389e-07	2819.18521703	2221.90120691
8.39e-07	2818.47915371	2200.30492881
8.391e-07	2780.64079065	2197.34839659
8.392e-07	2808.41184362	2217.6693713
8.393e-07	2848.62274949	2238.41481022
8.394e-07	2805.59987224	2183.44463317
8.395e-07	2754.80303605	2230.99494682
8.396e-07	2741.37054219	2209.47851713
8.397e-07	2731.63358447	2208.73675769
8.398e-07	2745.00068382	2171.54926594
8.399e-07	2752.95186958	2188.92592836
8.4e-07	2713.79604474	2207.26900281
8.401e-07	2714.11989058	2112.11318577
8.402e-07	2723.49496234	2140.01137615
8.403e-07	2739.24200957	2117.27659793
8.404e-07	2778.25518055	2109.61891846
8.405e-07	2754.36374569	2160.79565235
8.406e-07	2755.61037985	2121.64746942
8.407e-07	2682.61869889	2146.11193867
8.408e-07	2728.81719782	2105.46637028
8.409e-07	2751.42498799	2133.56219774
8.41e-07	2668.27830486	2100.08875357
8.411e-07	2686.93113307	2086.41150458
8.412e-07	2648.63976919	2132.44129804
8.413e-07	2671.63847749	2104.53486651
8.414e-07	2721.19388125	2094.19940038
8.415e-07	2637.04627651	2113.29718046
8.416e-07	2674.62448197	2037.52423855
8.417e-07	2657.1887063	2068.93954904
8.418e-07	2607.06197315	2027.94335283
8.419e-07	2635.95014962	2052.11760304
8.42e-07	2631.83004932	2003.9216463
8.421e-07	2656.42994723	1990.50344296
8.422e-07	2638.83129606	1997.76082743
8.423e-07	2609.65205381	1986.25996678
8.424e-07	2621.34169058	1976.84663851
8.425e-07	2591.17067738	2023.49132432
8.426e-07	2567.6324616	1962.90108586
8.427e-07	2581.17009763	1979.74102565
8.428e-07	2604.20329834	1959.00926811
8.429e-07	2595.59280304	1991.83591204
8.43e-07	2605.11470089	1993.55197742
8.431e-07	2612.3598103	1937.13305688
8.432e-07	2619.98544995	1983.82884934
8.433e-07	2545.77995182	1972.29374237
8.434e-07	2597.12655329	1999.50748197
8.435e-07	2540.1565127	1992.15682287
8.436e-07	2596.87831961	1914.07257805
8.437e-07	2527.97445013	1943.53922794
8.438e-07	2535.95254841	1915.28978776
8.439e-07	2492.39162228	1902.16111738
8.44e-07	2524.98698269	1914.0446384
8.441e-07	2562.7174507	1914.00350878
8.442e-07	2470.16432182	1869.77410538
8.443e-07	2529.8809305	1890.95156151
8.444e-07	2518.42226191	1856.37733104
8.445e-07	2472.38852379	1934.80754529
8.446e-07	2453.41120991	1927.41643364
8.447e-07	2467.25332827	1900.65871119
8.448e-07	2466.99160201	1854.82583947
8.449e-07	2515.91625264	1880.44944029
8.45e-07	2435.26001737	1913.61401824
8.451e-07	2412.72976393	1888.09294581
8.452e-07	2433.1075045	1885.9973136
8.453e-07	2423.86342613	1880.65594674
8.454e-07	2399.92947489	1806.52545816
8.455e-07	2468.21562675	1843.45983745
8.456e-07	2448.26176916	1797.04234669
8.457e-07	2417.4618107	1788.62053515
8.458e-07	2391.61318912	1815.20186044
8.459e-07	2425.17234282	1845.37636604
8.46e-07	2377.80843019	1808.35286779
8.461e-07	2400.67880992	1843.60917161
8.462e-07	2348.87167781	1777.36591669
8.463e-07	2346.31739835	1785.91099642
8.464e-07	2380.9468794	1772.76842878
8.465e-07	2368.29445721	1756.07244828
8.466e-07	2327.10837	1746.79115216
8.467e-07	2310.41701302	1776.79974268
8.468e-07	2391.90417011	1792.82377718
8.469e-07	2381.76384383	1783.82161616
8.47e-07	2388.03127842	1759.16433966
8.471e-07	2347.25251355	1710.7953257
8.472e-07	2329.08503374	1717.74049266
8.473e-07	2293.70714219	1762.38811004
8.474e-07	2285.36582266	1734.15453687
8.475e-07	2357.44023855	1688.48243412
8.476e-07	2282.91380255	1714.64093512
8.477e-07	2313.21445501	1756.49722428
8.478e-07	2262.56963558	1749.21645016
8.479e-07	2247.11249859	1720.85319276
8.48e-07	2291.460198	1697.14393922
8.481e-07	2273.24557922	1722.9388645
8.482e-07	2236.97592209	1718.61389764
8.483e-07	2229.72458803	1658.51163017
8.484e-07	2303.99868371	1711.27432118
8.485e-07	2281.02055307	1715.8636065
8.486e-07	2289.84074396	1641.54364487
8.487e-07	2258.66198485	1626.70589186
8.488e-07	2193.37423345	1694.05645301
8.489e-07	2212.48113064	1675.89369937
8.49e-07	2171.97974348	1612.08743333
8.491e-07	2209.92308375	1600.4642131
8.492e-07	2220.13412979	1652.12526786
8.493e-07	2231.13364143	1609.81813289
8.494e-07	2146.30820712	1633.75422318
8.495e-07	2160.58115257	1582.81446772
8.496e-07	2183.93957941	1617.67558044
8.497e-07	2146.57466496	1632.72423528
8.498e-07	2188.94658467	1628.4652233
8.499e-07	2137.06999747	1573.65139356
8.5e-07	2156.12806588	1640.04036705
8.501e-07	2145.5761762	1577.90722645
8.502e-07	2112.79014165	1567.27994608
8.503e-07	2129.09343079	1622.36823256
8.504e-07	2096.67807835	1573.05688097
8.505e-07	2139.10207158	1607.30014591
8.506e-07	2147.79579744	1567.1555435
8.507e-07	2109.69112637	1593.35116583
8.508e-07	2115.13331248	1576.23940728
8.509e-07	2055.40050876	1551.4006317
8.51e-07	2144.4796496	1567.46717147
8.511e-07	2046.23864339	1560.5813772
8.512e-07	2034.11777855	1548.63660668
8.513e-07	2066.00507793	1552.52693572
8.514e-07	2024.33198971	1479.41344966
8.515e-07	2079.17605191	1467.45181893
8.516e-07	2069.5232578	1553.07594607
8.517e-07	2050.27922119	1521.93645934
8.518e-07	2009.06206452	1509.10947796
8.519e-07	2020.3720793	1507.80457101
8.52e-07	2039.60215061	1486.38153137
8.521e-07	2014.20125048	1434.34126512
8.522e-07	2035.78379506	1477.2449516
8.523e-07	1978.29158197	1516.69960014
8.524e-07	1977.09259718	1472.70934816
8.525e-07	2040.10389395	1429.33591988
8.526e-07	2034.9962133	1438.06147415
8.527e-07	1955.07847726	1419.84992753
8.528e-07	2028.51183983	1424.50063534
8.529e-07	2026.87025032	1472.64451441
8.53e-07	1957.46916114	1471.72145969
8.531e-07	1960.51110179	1392.7529821
8.532e-07	1916.39170704	1395.16531065
8.533e-07	1964.68096728	1405.69302617
8.534e-07	1911.13223979	1453.33974827
8.535e-07	1992.79903804	1416.73510139
8.536e-07	1908.72000853	1374.86681117
8.537e-07	1895.52529997	1385.73955632
8.538e-07	1887.65121197	1435.717621
8.539e-07	1925.92470736	1406.76970745
8.54e-07	1958.61665316	1336.49951834
8.541e-07	1923.64872768	1358.76830559
8.542e-07	1927.10995695	1397.13075353
8.543e-07	1902.40012336	1392.14506653
8.544e-07	1870.72806913	1349.07257573
8.545e-07	1886.48296702	1394.30118103
8.546e-07	1842.29574101	1322.55805684
8.547e-07	1881.84375872	1313.09687889
8.548e-07	1874.87910874	1316.70726314
8.549e-07	1864.00363266	1380.85592072
8.55e-07	1818.07466533	1311.5065651
8.551e-07	1890.36535013	1332.32657613
8.552e-07	1821.41267204	1334.49058771
8.553e-07	1806.43549396	1337.91344168
8.554e-07	1878.93196602	1341.89015502
8.555e-07	1835.75326861	1273.21157646
8.556e-07	1794.76604508	1328.98718864
8.557e-07	1800.57075842	1253.72537101
8.558e-07	1842.73687431	1346.85244872
8.559e-07	1772.49990272	1265.26200172
8.56e-07	1845.83770769	1264.61841257
8.561e-07	1806.92858516	1292.08567926
8.562e-07	1770.67172921	1326.53588128
8.563e-07	1748.01986645	1248.3682019
8.564e-07	1763.1175261	1297.02112399
8.565e-07	1808.73447132	1296.03063863
8.566e-07	1812.79423804	1289.13256684
8.567e-07	1775.66860016	1303.09180818
8.568e-07	1749.63480127	1287.3716211
8.569e-07	1736.59589351	1294.15122523
8.57e-07	1706.90927877	1235.12488379
8.571e-07	1717.58797714	1189.58018215
8.572e-07	1751.0588679	1247.84518659
8.573e-07	1736.75041574	1177.12433762
8.574e-07	1715.55864874	1242.30733832
8.575e-07	1690.45822623	1234.07675431
8.576e-07	1745.15466268	1197.24852909
8.577e-07	1726.61684437	1185.89999761
8.578e-07	1734.26346412	1158.17910287
8.579e-07	1707.17359642	1226.92918652
8.58e-07	1635.58243294	1154.85392568
8.581e-07	1642.82244053	1145.69100013
8.582e-07	1712.02608249	1219.34803955
8.583e-07	1636.28758506	1160.09827168
8.584e-07	1651.0997935	1162.85848914
8.585e-07	1697.99415519	1140.35246919
8.586e-07	1628.72976052	1170.9356467
8.587e-07	1675.29047576	1132.39575821
8.588e-07	1621.42510207	1128.92424591
8.589e-07	1585.58874726	1178.34954804
8.59e-07	1583.26217709	1103.66599861
8.591e-07	1665.23419251	1177.97212154
8.592e-07	1611.77501239	1117.46222673
8.593e-07	1614.08204141	1177.51274543
8.594e-07	1567.06049088	1086.95117824
8.595e-07	1618.82739412	1161.74304867
8.596e-07	1627.43689758	1167.97838485
8.597e-07	1625.90220876	1147.26629372
8.598e-07	1548.06714652	1075.95072011
8.599e-07	1581.25597466	1072.08733218
8.6e-07	1553.40583154	1067.97648683
8.601e-07	1581.16078246	1092.07784157
8.602e-07	1577.68570439	1068.19192441
8.603e-07	1592.1643818	1139.54612492
8.604e-07	1560.3998579	1068.87491902
8.605e-07	1581.44141967	1125.57563398
8.606e-07	1543.33890294	1053.40892388
8.607e-07	1574.32556977	1059.81186152
8.608e-07	1564.68558632	1023.4551742
8.609e-07	1563.43402437	1038.91694922
8.61e-07	1470.52789309	1014.53653783
8.611e-07	1501.58108142	1092.07201512
8.612e-07	1521.6560433	1053.43915088
8.613e-07	1473.54987265	1035.47719933
8.614e-07	1477.44927898	1041.80588139
8.615e-07	1491.97215482	1039.77743596
8.616e-07	1463.8298017	1030.1758092
8.617e-07	1471.63506409	988.493404476
8.618e-07	1510.56722344	987.303226293
8.619e-07	1468.61006081	1024.80517171
8.62e-07	1489.43053976	1013.91014466
8.621e-07	1476.98464012	1036.97743679
8.622e-07	1439.84949408	1039.62781967
8.623e-07	1428.76337126	1013.15011977
8.624e-07	1463.16107812	960.731211291
8.625e-07	1394.22175729	1021.51738002
8.626e-07	1427.52196098	980.740188044
8.627e-07	1454.72346993	1023.27263152
8.628e-07	1394.51120347	1020.52304688
8.629e-07	1448.31905444	1014.7946123
8.63e-07	1431.34033868	1028.25816042
8.631e-07	1447.15817595	1019.0129444
8.632e-07	1422.93777577	1008.5657246
8.633e-07	1428.52784833	1013.6987564
8.634e-07	1367.54370097	927.475760777
8.635e-07	1427.70939878	998.599213329
8.636e-07	1394.90780371	960.104978659
8.637e-07	1377.35287734	995.032744661
8.638e-07	1385.28375978	945.777085112
8.639e-07	1354.44968618	981.700712962
8.64e-07	1385.04370297	980.772755103
8.641e-07	1378.43965202	904.140979736
8.642e-07	1349.3063281	950.211064547
8.643e-07	1330.93922142	935.130864404
8.644e-07	1363.0518497	888.30206899
8.645e-07	1320.40749231	936.479185345
8.646e-07	1324.67504721	904.296647283
8.647e-07	1344.97258719	959.087490788
8.648e-07	1289.63336976	895.5108049
8.649e-07	1360.79870843	917.216441079
8.65e-07	1300.86239379	933.453514164
8.651e-07	1353.28553155	932.169061986
8.652e-07	1311.27354963	944.662040752
8.653e-07	1263.93223209	884.468528744
8.654e-07	1301.36093609	872.345338377
8.655e-07	1243.22943444	918.212960036
8.656e-07	1253.86246207	836.228202984
8.657e-07	1296.92292516	869.123539696
8.658e-07	1261.39894042	881.807698827
8.659e-07	1233.46192689	898.399754739
8.66e-07	1257.4553803	882.526773487
8.661e-07	1222.4333707	899.168310934
8.662e-07	1286.20494216	904.616613173
8.663e-07	1209.28287736	855.047322861
8.664e-07	1244.8268689	884.56262629
8.665e-07	1262.851645	807.07149555
8.666e-07	1245.84620874	813.90073319
8.667e-07	1263.48272909	845.353179892
8.668e-07	1224.38297438	803.432694968
8.669e-07	1250.09993562	864.596142108
8.67e-07	1249.02065658	877.97108683
8.671e-07	1247.25135023	827.990311371
8.672e-07	1174.53676471	822.237660233
8.673e-07	1186.55170842	866.243068638
8.674e-07	1221.32247662	781.972068616
8.675e-07	1171.31378085	769.521149824
8.676e-07	1148.22447426	857.700289144
8.677e-07	1154.0019247	770.180845246
8.678e-07	1208.94974956	794.964215739
8.679e-07	1184.63178966	847.937697553
8.68e-07	1173.43757658	812.859656445
8.681e-07	1193.97111834	745.621909339
8.682e-07	1126.52428785	786.994978222
8.683e-07	1127.71712789	801.343610408
8.684e-07	1154.70242439	806.251924996
8.685e-07	1186.05403413	766.104830788
8.686e-07	1088.76614198	818.56548804
8.687e-07	1146.59179127	738.404750287
8.688e-07	1082.96941116	765.07386813
8.689e-07	1128.7349626	746.619400861
8.69e-07	1100.75978396	712.36961446
8.691e-07	1074.13708211	786.538672809
8.692e-07	1116.97561012	768.667276895
8.693e-07	1120.78676179	714.123437097
8.694e-07	1072.19921555	749.874082703
8.695e-07	1114.01206756	716.887840605
8.696e-07	1085.25889188	770.111115763
8.697e-07	1108.69675516	711.094678205
8.698e-07	1047.12085475	720.33103854
8.699e-07	1063.64394894	713.184875702
8.7e-07	1032.80630404	681.00118057
8.701e-07	1019.06079069	679.297134669
8.702e-07	1042.39482401	743.189828789
8.703e-07	1065.14348958	695.997427765
8.704e-07	1065.09191232	754.545231275
8.705e-07	1021.20454506	676.049941636
8.706e-07	1042.07371424	680.628544934
8.707e-07	1057.95770781	727.138739483
8.708e-07	1030.91722271	667.784319715
8.709e-07	1083.06439517	740.306382812
8.71e-07	980.037569242	695.313427526
8.711e-07	1065.9467183	696.395022845
8.712e-07	1042.18361722	713.700435041
8.713e-07	1015.84693556	641.678865065
8.714e-07	1054.53800213	664.156421427
8.715e-07	1006.56608024	654.321861245
8.716e-07	993.420642266	714.695383773
8.717e-07	982.452268158	659.002289479
8.718e-07	958.270859066	713.25059154
8.719e-07	1013.34137215	704.579376178
8.72e-07	952.151766748	620.246756702
8.721e-07	936.353706352	676.111985693
8.722e-07	930.330029609	656.472516707
8.723e-07	928.901809636	665.868383993
8.724e-07	943.63183785	640.84061127
8.725e-07	928.659028325	664.937846119
8.726e-07	920.662992452	662.439944353
8.727e-07	968.733399776	603.238097604
8.728e-07	956.543523113	607.910727633
8.729e-07	979.186844208	654.613524115
8.73e-07	967.996708416	648.484210111
8.731e-07	977.542907707	590.592106419
8.732e-07	967.860318942	670.679623811
8.733e-07	948.49708946	611.658296948
8.734e-07	895.541886194	624.630018016
8.735e-07	928.993878636	650.045804477
8.736e-07	920.618701279	653.033023498
8.737e-07	947.98834555	603.307954209
8.738e-07	896.835454124	642.186508901
8.739e-07	902.754455036	590.816745365
8.74e-07	890.107218373	653.998158583
8.741e-07	859.207402451	618.392070709
8.742e-07	939.277886511	586.727011547
8.743e-07	861.346855669	628.952249973
8.744e-07	880.443367244	620.595195145
8.745e-07	844.399317796	629.82478004
8.746e-07	868.847419501	622.458869832
8.747e-07	910.143208928	630.758094229
8.748e-07	894.170045004	555.581528217
8.749e-07	874.353806553	600.147510785
8.75e-07	892.734371814	612.97773148
8.751e-07	900.67874236	574.158696039
8.752e-07	899.330774519	567.696154294
8.753e-07	817.139720003	592.965502034
8.754e-07	805.056491432	545.440230486
8.755e-07	875.843156854	586.659754234
8.756e-07	846.290056211	588.692576322
8.757e-07	851.474681926	552.239733826
8.758e-07	857.608225673	528.484691659
8.759e-07	800.322294941	520.715443531
8.76e-07	831.836231393	540.164729669
8.761e-07	862.690448237	548.304040645
8.762e-07	804.206102522	566.925487766
8.763e-07	775.797691299	513.651459424
8.764e-07	791.590463155	539.901217565
8.765e-07	817.731494993	493.99141449
8.766e-07	791.837943224	499.947804729
8.767e-07	770.967997648	530.374657417
8.768e-07	838.142637088	499.292204203
8.769e-07	834.28374835	485.254194439
8.77e-07	825.311124013	576.461436233
8.771e-07	757.625783931	576.518143614
8.772e-07	767.374836418	522.354574456
8.773e-07	751.515035845	548.471956442
8.774e-07	765.242570419	505.677528812
8.775e-07	785.995894033	558.463367674
8.776e-07	815.638231927	537.221972351
8.777e-07	774.452161257	478.474036424
8.778e-07	728.883189499	524.951561038
8.779e-07	774.210555612	509.369192666
8.78e-07	803.161493393	470.182072553
8.781e-07	800.072844302	459.639103788
8.782e-07	720.923363886	485.444637534
8.783e-07	778.540754199	494.880547501
8.784e-07	761.704088194	463.610480155
8.785e-07	761.502215544	500.754918427
8.786e-07	695.442309739	444.324876777
8.787e-07	692.913923819	460.480027372
8.788e-07	707.082846651	533.718073628
8.789e-07	679.084016018	513.91426671
8.79e-07	676.173322288	438.703792805
8.791e-07	741.098625445	473.050064648
8.792e-07	689.219566789	454.917086813
8.793e-07	696.333111145	464.428661659
8.794e-07	684.908005758	467.489291551
8.795e-07	720.27499508	488.634916969
8.796e-07	719.526129942	496.183092848
8.797e-07	716.1709103	482.783336637
8.798e-07	654.267921962	458.715458177
8.799e-07	668.226355742	469.624430562
8.8e-07	685.480171378	508.132682507
8.801e-07	722.591882337	441.031725
8.802e-07	636.59543966	456.784988433
8.803e-07	680.860398857	490.955475264
8.804e-07	673.422286172	404.265276315
8.805e-07	714.640205512	447.99155441
8.806e-07	681.87243276	448.441643141
8.807e-07	640.64427934	445.556797245
8.808e-07	621.60146655	458.442920474
8.809e-07	683.431798915	446.330727614
8.81e-07	620.760833688	437.273852061
8.811e-07	665.54148694	444.174056928
8.812e-07	620.814944749	459.301425875
8.813e-07	606.349764621	399.833489724
8.814e-07	628.962059837	413.511973579
8.815e-07	670.581494237	407.16478367
8.816e-07	682.577184317	382.606927841
8.817e-07	594.284273053	384.084848377
8.818e-07	620.30727011	469.844007792
8.819e-07	627.729765124	462.574025475
8.82e-07	632.827831152	379.185179123
8.821e-07	582.649213473	433.583095168
8.822e-07	627.587311302	405.592177899
8.823e-07	605.852168929	370.858888089
8.824e-07	565.429365887	426.766992364
8.825e-07	652.120801638	435.445596779
8.826e-07	633.322873809	367.405178168
8.827e-07	611.20480744	419.327354103
8.828e-07	651.631116382	429.917450673
8.829e-07	621.108320092	419.681334762
8.83e-07	570.168821227	376.516905554
8.831e-07	551.819215304	440.428655467
8.832e-07	609.742654956	417.202049602
8.833e-07	589.220592063	408.840763322
8.834e-07	553.462784112	435.04983328
8.835e-07	618.604002148	348.787643121
8.836e-07	622.259247206	354.079458488
8.837e-07	591.760876745	393.423344974
8.838e-07	529.289174106	391.743801903
8.839e-07	617.325076277	409.942697366
8.84e-07	609.11971899	373.942231976
8.841e-07	560.799415285	346.467587485
8.842e-07	560.23836223	358.182920607
8.843e-07	534.499984246	360.863654572
8.844e-07	552.812655994	393.996933725
8.845e-07	508.467592663	355.563060658
8.846e-07	519.072150336	376.48693133
8.847e-07	584.955857273	339.068780398
8.848e-07	530.819618951	364.8555623
8.849e-07	505.582891467	369.976502935
8.85e-07	517.578518179	397.266098016
8.851e-07	560.09054086	334.781202962
8.852e-07	518.988520741	307.101104879
8.853e-07	522.042142783	372.235439531
8.854e-07	539.219888341	352.335449808
8.855e-07	481.081871579	343.263251031
8.856e-07	570.523709622	375.198235118
8.857e-07	481.812405672	342.229375445
8.858e-07	555.209301381	369.553390884
8.859e-07	533.077190047	317.131901113
8.86e-07	511.506209481	325.210487642
8.861e-07	556.368540953	311.569705932
8.862e-07	521.476017522	354.809103297
8.863e-07	510.009209657	304.27927107
8.864e-07	491.526932272	384.979712516
8.865e-07	530.013585729	351.699642577
8.866e-07	534.227245225	348.168961372
8.867e-07	460.563849564	314.181312302
8.868e-07	534.763684878	336.786703323
8.869e-07	508.122175354	344.053428004
8.87e-07	525.859247908	349.056994275
8.871e-07	531.56768974	330.906524458
8.872e-07	486.130821653	276.502264353
8.873e-07	453.48382933	303.215199191
8.874e-07	525.136460154	275.292403537
8.875e-07	504.959666822	345.056701121
8.876e-07	484.360966474	351.741119757
8.877e-07	518.028499262	288.553760915
8.878e-07	429.141962591	357.10890814
8.879e-07	468.029630206	360.322531164
8.88e-07	509.251831056	275.736351378
8.881e-07	431.686556371	274.213829561
8.882e-07	430.866979134	284.942286889
8.883e-07	464.951622851	285.543839863
8.884e-07	411.627929109	333.981394746
8.885e-07	491.764540264	311.792125512
8.886e-07	451.616876982	289.877541248
8.887e-07	499.776879166	300.587766764
8.888e-07	462.426026465	302.073732683
8.889e-07	448.451877935	315.163980786
8.89e-07	418.427098294	324.838496664
8.891e-07	486.337218159	306.118472663
8.892e-07	476.921650269	312.004814569
8.893e-07	398.930699537	259.521069664
8.894e-07	460.445406732	242.183533956
8.895e-07	468.129902391	253.524069865
8.896e-07	396.155867925	321.642151981
8.897e-07	403.248100208	288.999660495
8.898e-07	407.182006342	267.424554665
8.899e-07	379.653495067	237.904723083
8.9e-07	425.90727636	271.021323884
8.901e-07	465.493768816	301.711931841
8.902e-07	461.034536662	301.182270847
8.903e-07	452.261545732	275.315532211
8.904e-07	417.793184339	314.235404402
8.905e-07	409.244331501	271.176188197
8.906e-07	408.253508007	299.819545951
8.907e-07	442.719313742	260.708174447
8.908e-07	385.391933786	311.064019431
8.909e-07	424.681214949	259.484550889
8.91e-07	422.347380075	273.304868506
8.911e-07	449.190066931	252.182682703
8.912e-07	366.485106079	271.607638634
8.913e-07	394.671670464	274.611988548
8.914e-07	351.128327031	238.029495451
8.915e-07	405.054129425	281.704521821
8.916e-07	394.378004062	273.724152886
8.917e-07	356.677131926	238.382130532
8.918e-07	373.497245347	225.800765932
8.919e-07	343.576243901	213.302033921
8.92e-07	423.266982194	289.377047338
8.921e-07	401.096466036	216.315480349
8.922e-07	416.425102225	219.307870479
8.923e-07	349.134368808	210.52903498
8.924e-07	390.017994767	264.581907376
8.925e-07	376.069480725	292.024582568
8.926e-07	414.65296795	274.798457392
8.927e-07	340.819030743	198.226520009
8.928e-07	396.810644702	233.815103772
8.929e-07	366.507182379	205.783796672
8.93e-07	397.171994856	222.574252553
8.931e-07	353.534431839	238.128717558
8.932e-07	399.948259018	221.624014846
8.933e-07	354.725474589	247.589503286
8.934e-07	353.063226119	277.564352871
8.935e-07	313.129644904	265.413714463
8.936e-07	334.487809174	272.198997892
8.937e-07	369.16277892	218.954076013
8.938e-07	325.164618246	253.364352401
8.939e-07	371.359335242	250.719315266
8.94e-07	327.74653741	264.741255593
8.941e-07	346.105401953	199.623910707
8.942e-07	372.799893096	180.502316362
8.943e-07	295.28020095	246.654110754
8.944e-07	342.394871753	194.542027137
8.945e-07	315.496080298	275.712861582
8.946e-07	357.579597655	181.567928006
8.947e-07	343.734796691	246.818723015
8.948e-07	340.921634165	249.081009153
8.949e-07	353.324954456	212.583096108
8.95e-07	325.19129506	184.197469207
8.951e-07	323.615460958	241.809850528
8.952e-07	333.158270333	266.245165587
8.953e-07	322.442847875	184.926852884
8.954e-07	318.065691178	180.069794328
8.955e-07	301.190879713	199.895154264
8.956e-07	349.405671353	182.193256706
8.957e-07	283.590938158	250.598932786
8.958e-07	299.30483158	252.851160343
8.959e-07	281.192229403	182.194716867
8.96e-07	291.670640892	231.795752358
8.961e-07	318.958195742	183.697242263
8.962e-07	348.111305211	185.152212035
8.963e-07	325.980908066	165.048344098
8.964e-07	324.510849916	192.219722364
8.965e-07	339.22238299	231.934319306
8.966e-07	306.192407896	231.615985666
8.967e-07	320.635287559	199.207782833
8.968e-07	330.279690034	170.135789159
8.969e-07	247.594468085	171.26892215
8.97e-07	273.565974222	160.341817171
8.971e-07	325.414349666	233.834543407
8.972e-07	319.132849676	202.744231074
8.973e-07	251.851734345	187.295004751
8.974e-07	300.683252539	220.288885576
8.975e-07	295.808272198	171.513132481
8.976e-07	322.190290103	158.598123084
8.977e-07	266.250747818	221.567364745
8.978e-07	317.471107051	231.047356902
8.979e-07	307.494962644	156.494738894
8.98e-07	252.485162047	207.140386452
8.981e-07	316.280055494	191.178430651
8.982e-07	275.067344118	177.322020907
8.983e-07	321.613730673	203.238622219
8.984e-07	226.073373334	194.373929683
8.985e-07	241.904869299	232.779120585
8.986e-07	303.809746202	215.226138061
8.987e-07	235.976649071	136.569957246
8.988e-07	275.392561013	175.986929037
8.989e-07	301.202399984	203.54182317
8.99e-07	288.129536868	162.510057741
8.991e-07	271.299348925	208.233779001
8.992e-07	306.803459359	200.697926181
8.993e-07	241.148477715	143.83662673
8.994e-07	309.180668276	162.534114173
8.995e-07	302.047562255	185.717209988
8.996e-07	230.946647293	186.945664452
8.997e-07	221.346050503	158.381855386
8.998e-07	265.459620199	154.638957684
8.999e-07	287.14880791	135.950158303
9e-07	244.423812681	138.009956879
9.001e-07	295.534940395	124.583723495
9.002e-07	224.634993996	197.04478427
9.003e-07	255.173580469	202.725065968
9.004e-07	220.084407191	140.04096056
9.005e-07	258.382059326	211.919662741
9.006e-07	212.097175084	214.703484882
9.007e-07	287.676841175	136.534624375
9.008e-07	203.127960237	174.970945205
9.009e-07	219.957783072	182.564480387
9.01e-07	211.087502944	162.256113222
9.011e-07	228.661632621	128.983070234
9.012e-07	197.311304805	162.104006226
9.013e-07	255.118004662	120.429813229
9.014e-07	198.387759542	181.105643927
9.015e-07	232.173388197	138.52746056
9.016e-07	212.85356319	204.070078046
9.017e-07	212.93214542	183.573470729
9.018e-07	226.339517405	170.499379378
9.019e-07	251.671167723	192.103469372
9.02e-07	230.465063885	198.167453622
9.021e-07	207.125349544	147.865658519
9.022e-07	219.11831968	142.512037328
9.023e-07	191.511652323	111.150783887
9.024e-07	177.251630641	190.976620361
9.025e-07	175.65828858	160.671785434
9.026e-07	210.557426251	149.304503201
9.027e-07	186.967975558	171.963217536
9.028e-07	185.203893348	142.802155958
9.029e-07	246.361116671	111.124869815
9.03e-07	184.799792352	182.714556685
9.031e-07	204.427941918	161.911525635
9.032e-07	262.182165791	135.368304222
9.033e-07	256.007409708	166.109406008
9.034e-07	242.299921651	143.673030742
9.035e-07	209.885289142	187.988600685
9.036e-07	238.637443481	120.888077388
9.037e-07	188.230161554	114.820249502
9.038e-07	240.639645959	120.85035905
9.039e-07	162.818092046	186.711123881
9.04e-07	182.958561701	99.8210679669
9.041e-07	247.446711832	130.448557331
9.042e-07	184.297294623	112.389127167
9.043e-07	219.56559606	127.118910339
9.044e-07	211.626899683	150.648401989
9.045e-07	235.573534564	96.6471143765
9.046e-07	204.615564254	93.7465856134
9.047e-07	181.305895115	141.689325088
